"url","pageType","region","primaryIntent","primaryKeyword","h1","title","metaDescription","mainWordCount","faqCount","internalLinkCount","primaryCta","introQuality","serviceDescriptionQuality","storyStructureQuality","possibleTextDuplicates","possibleLocationConflicts","possibleCannibalization","indexStatus","changePriority","grade","issues","minorIssues"
"/blog/entruempelung-endreinigung-regensburg","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","entrümpelung und endreinigung in regensburg","Entrümpelung und Endreinigung in Regensburg: Wenn eine Wohnung nicht nur leer, sondern abschließbar sein muss","Entrümpelung und Endreinigung in Regensburg | FLOXANT","Warum Entrümpelung und Endreinigung vor Übergaben in Regensburg zusammen geplant werden sollten und wie FLOXANT passende Einsätze realistisch prüft.","1282","6","13","Angebot prüfen -> /angebot-guenstiger-pruefen","gut","gut","ausreichend","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/entruempelung-endreinigung-uebergabe-regensburg-kombinieren","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","entrümpelung und endreinigung regensburg kombinieren","Entrümpelung, Endreinigung und Übergabe in Regensburg kombinieren","Entrümpelung und Endreinigung Regensburg kombinieren | FLOXANT","Wann es sinnvoll ist, Entrümpelung, Endreinigung, Restmengen, Fotos und Wohnungsübergabe in Regensburg gemeinsam zu planen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","880","4","15","Angebot prüfen -> /angebot-guenstiger-pruefen","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/entruempelung-regensburg-angebot-haushaltsaufloesung-pruefen","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","entrümpelung regensburg angebot prüfen","Entrümpelung Regensburg Angebot prüfen: Haushaltsauflösung, Container und Reinigung danach","Entrümpelung Regensburg Angebot prüfen | FLOXANT","So wird ein Angebot für Entrümpelung, Haushaltsauflösung oder Container in Regensburg mit Menge, Zugang, Fotos und Endzustand vergleichbar.","764","3","14","Angebot prüfen -> /angebot-guenstiger-pruefen","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/entruempelung-vor-wohnungsuebergabe","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","entrümpelung vor wohnungsübergabe","Entrümpelung vor der Wohnungsübergabe: Wenn Räume wieder entscheidbar werden müssen","Entrümpelung vor Wohnungsübergabe | FLOXANT","Warum Restgegenstände, Keller, Garage oder Balkon eine Wohnungsübergabe blockieren können und wie FLOXANT Räumung, Entsorgung und Vorbereitung koordiniert.","1362","6","15","Entrümpelung anfragen -> /entruempelung","gut","gut","ausreichend","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/entruempelungsangebot-pruefen-serioes","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","entrümpelungsangebot prüfen","Entrümpelungsangebot prüfen: Menge, Material und Zugang serioes einschätzen","Entrümpelungsangebot prüfen | FLOXANT","Entrümpelungsangebot prüfen: Welche Angaben zu Menge, Material, Etage, Keller, Garage, Fotos, Entsorgung und Reinigung vor einer Zusage wichtig sind.","788","3","12","Entrümpelungsangebot prüfen -> /angebot-guenstiger-pruefen","gut","gut","ausreichend","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/entruempelungsfirma-regensburg-finden","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","entrümpelungsfirma finden regensburg & bayern","Entrümpelungsfirma finden: Regensburg, Germering und Bayern mit Fotos realistisch prüfen","Entrümpelungsfirma finden Regensburg & Bayern | FLOXANT","Wie Kunden eine Entrümpelungsfirma für Regensburg, Germering und Regensburg mit Menge, Fotos, Zugang, Termin und Reinigung danach sauber anfragen.","848","3","13","Angebot prüfen -> /angebot-guenstiger-pruefen","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/entrumpelung-kosten-bayern","Blog / Ratgeber","Bayern","informieren und nächsten Schritt finden","entrümpelungskosten in bayern realistisch einschätzen","Entrümpelung in Bayern: Kosten, Planung und Wertanrechnung","Entrümpelungskosten in Bayern realistisch einschätzen","Welche Angaben den Aufwand einer Entrümpelung bestimmen: Menge, Material, Etage, Laufweg, Zufahrt, Sortierung, Entsorgung und Zielzustand.","356","0","4","Entrümpelung Regensburg prüfen -> /regensburg/entruempelung","gut","gut","ausreichend","","","","index, follow","P2","B","",""
"/blog/entsorgungsangebot-pruefen-regensburg-regensburg","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","entsorgungsangebot prüfen","Entsorgungsangebot prüfen lassen: Menge, Material, Zugang und Reinigung danach","Entsorgungsangebot prüfen | FLOXANT Düsseldorf & Regensburg","Entsorgungsangebot prüfen lassen: FLOXANT klärt Menge, Material, Zugang, Fotos, Termin, Keller, Garage und Reinigung danach in Düsseldorf, Regensburg und Umgebung.","854","3","14","Entsorgungsangebot prüfen -> /angebot-guenstiger-pruefen","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/express-umzug-regensburg","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","express-umzug in regensburg realistisch vorbereiten","Express-Umzug in Regensburg: was kurzfristig wirklich machbar ist","Express-Umzug in Regensburg realistisch vorbereiten | FLOXANT","Was ist bei einem Express-Umzug in Regensburg wirklich machbar? FLOXANT erklärt, welche Angaben für eine schnelle und saubere Vorprüfung nötig sind.","773","3","12","Express-Anfrage öffnen -> /express-anfrage","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/familienbesuch-ohne-putzpanik","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","familienbesuch ohne putzpanik","Familienbesuch ohne Putzpanik vorbereiten","Familienbesuch ohne Putzpanik | FLOXANT","Wie man vor Familienbesuch die Wohnung realistisch vorbereitet, ohne sich an jeder Ecke aufzureiben. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","902","4","11","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","ausreichend","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/family-office-umzug-bayern-diskret-abstimmen","Blog / Ratgeber","Bayern","informieren und nächsten Schritt finden","family office und private client in bayern","Family Office und Private Client in Bayern: wie diskrete Umzüge sauber abgestimmt werden","Family Office und Private Client in Bayern | Diskrete Umzüge...","Wie Eigentümer, Assistenz und Family Office sensible Umzüge, Übergaben und Schutzbedarf in Bayern diskret und sauber koordinieren. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","893","3","12","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/fensterreinigung-regensburg-angebot-aufwand","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","fensterreinigung regensburg angebot & aufwand","Fensterreinigung Regensburg: was Aufwand und Termin beeinflusst","Fensterreinigung Regensburg Angebot & Aufwand | FLOXANT","Fensterreinigung und Glasreinigung in Regensburg richtig anfragen: Glasfläche, Etage, Rahmen, Zugang, Verschmutzung, Termin und Angebot prüfen.","728","3","15","Angebot prüfen -> /angebot-guenstiger-pruefen","gut","gut","ausreichend","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/fernumzug-bayern-nrw-tipps","Blog / Ratgeber","Bayern","informieren und nächsten Schritt finden","fernumzug von bayern nach nrw","Fernumzug von Bayern nach NRW: Der komplette Guide","Fernumzug von Bayern nach NRW: Ablauf, Kosten & Tipps | FLOXANT...","Fernumzug von regensburg oder Bayern nach Nordrhein-Westfalen? Alles über Kosten, Ablauf, Beiladung und saubere Planung. Unverbindlich anfragen oder Preisrahmen prüfen.","312","2","7","Angebot anfordern → -> /umzug","gut","ausreichend","ausreichend","","","","index, follow","P2","B","",""
"/blog/firmenentsorgung-buero-inventar-regensburg","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","firmenentsorgung regensburg","Firmenentsorgung in Regensburg: Büroinventar sauber abholen lassen","Firmenentsorgung Regensburg | Büroinventar entsorgen","Büroinventar, Möbel, Kartons und normale Gewerbegegenstände in Regensburg entsorgen lassen: was möglich ist und was FLOXANT vorprüft. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","787","3","13","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","gut","ausreichend","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/floxant-regensburg-regensburg-wo-taetig","Blog / Ratgeber","Regensburg","informieren und nächsten Schritt finden","floxant düsseldorf & regensburg","Ist FLOXANT in Düsseldorf und Regensburg tätig? Die klare Antwort für Kunden","FLOXANT Düsseldorf & Regensburg | Wo ist FLOXANT tätig?","Klare Einordnung: FLOXANT ist in Düsseldorf und Regensburg breit tätig, in Regensburg separat für Reinigung und Entsorgung. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","935","3","10","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","gut","ausreichend","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/floxant-services-nach-situation-finden","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","floxant services nach situation finden","FLOXANT Services nach Situation finden: welcher Startpunkt passt wirklich?","FLOXANT Services nach Situation finden | Umzug, Reinigung,...","Kundennaher Überblick über FLOXANT Leistungen: Regensburg für Umzug, Reinigung, Entrümpelung und Objektfälle sowie Düsseldorf für Reinigung und Angebotsprüfung.","1154","6","15","Angebot prüfen -> /angebot-guenstiger-pruefen","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/geruchsproblem-dokumentieren-statt-ueberdecken","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","geruchsproblem dokumentieren","Geruchsproblem dokumentieren statt ueberdecken","Geruchsproblem dokumentieren | FLOXANT","Wie Kunden Geruchsprobleme vor Reinigung oder Übergabe sinnvoll beschreiben, ohne falsche Garantien zu erwarten. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","931","4","11","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","ausreichend","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/gerueche-in-wohnung-vor-uebergabe","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","gerueche vor wohnungsuebergabe","Gerueche in der Wohnung vor der Übergabe richtig einordnen","Gerueche vor Wohnungsuebergabe | FLOXANT","Warum Geruch vor einer Wohnungsuebergabe ernst genommen werden sollte und wie Reinigung, Lueftung und Quellenpruefung zusammenhängen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","923","4","11","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","ausreichend","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/gewerbe-auszug-rueckgabevorbereitung","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","gewerbe-auszug mit rückgabevorbereitung","Gewerbe-Auszug mit Rückgabevorbereitung: Wenn Betrieb, Rückbau und Übergabe zusammenpassen müssen","Gewerbe-Auszug mit Rückgabevorbereitung | FLOXANT","Warum gewerbliche Auszüge mehr Planung brauchen als Transport und wie FLOXANT Räumung, Reinigung, Transport und Übergabevorbereitung nach Absprache unterstützt.","1233","6","15","Gewerbe-Auszug anfragen -> /umzug","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/blog/gewerbeflaechen-vor-wochenstart-vorbereiten","Blog / Ratgeber","überregional oder nicht ortsgebunden","informieren und nächsten Schritt finden","gewerbeflächen wochenstart reinigung","Gewerbeflächen vor dem Wochenstart richtig vorbereiten","Gewerbeflächen Wochenstart Reinigung | FLOXANT","Wie Gewerbeflächen in Regensburg mit klaren Reinigungszonen, Zeitfenstern und Ansprechpartnern vorbereitet werden. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","850","4","14","Angebot prüfen -> /angebot-guenstiger-pruefen","ausreichend","ausreichend","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
