aggregateType,sourceFile,sourceRow,query,clicks,impressions,ctrPercent,position,priority,classifications,cluster,service,city,suggestedPrimaryRoute,relationStatus,relationBasis,recommendedAction
QUERY,Suchanfragen.csv,71,reinigungs angebot schreiben,0,32,0,55.56,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,72,bodenreinigung düsseldorf,0,31,0,1.77,P1,POSITION_1_TO_5_NO_CLICK,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,73,büro putzen düsseldorf,0,31,0,4.32,P3,POSITION_1_TO_5_NO_CLICK|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,74,house cleaning service,0,31,0,5.61,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,75,wohnung geruchsentfernung düsseldorf,0,31,0,7.32,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,76,wohnungsauflösungen regensburg,0,31,0,69.97,P2,MANUAL_REVIEW,regensburg-household-clearance,wohnungsaufloesung,regensburg,/regensburg/wohnungsaufloesung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,77,gebäudereinigungsfirma düsseldorf,0,30,0,4.93,P1,POSITION_1_TO_5_NO_CLICK,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,78,umzugsservice für privat und gewerbliche kunden in kreis traunstein,0,30,0,8.43,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,79,verkaufsflächenreinigung,0,30,0,43.1,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,80,gebäudereinigung düsseldorf altstadt,0,29,0,2.76,P1,POSITION_1_TO_5_NO_CLICK,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,81,schulreinigung düsseldorf,0,29,0,16.03,P1,POSITION_11_TO_20,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,82,angebot für reinigungsarbeiten,0,29,0,32.52,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,83,fachkundige umzugshelfer in regensburg,0,28,0,35.82,P1,MANUAL_REVIEW,regensburg-move,umzug,regensburg,/regensburg/umzug,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,84,grundreinigung regensburg,0,28,0,53.21,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,85,geruchsbeseitigung düsseldorf,0,27,0,17.33,P3,POSITION_11_TO_20|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,86,praxis entrümpelung nürnberg,0,27,0,39.85,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,87,reinigungsunternehmen regensburg,0,27,0,39.93,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,88,putzdienst regensburg,0,27,0,41.74,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,89,regensburg reinigung,0,27,0,44.37,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,90,professionelle lagerhallenreinigung in düsseldorf und umkreis,0,26,0,2.12,P1,POSITION_1_TO_5_NO_CLICK,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,91,reinigung von lüftungsanlagen düsseldorf,0,26,0,7.58,P1,POSITION_6_TO_10_LOW_CTR,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,92,gebäudereinigung regensburg,0,26,0,40.73,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,93,angebot schreiben reinigung,0,26,0,48.85,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,94,grundreinigung duesseldorf,0,25,0,4.08,P1,PROTECT_WINNER|POSITION_1_TO_5_NO_CLICK,duesseldorf-deep-cleaning,grundreinigung,duesseldorf,/duesseldorf/grundreinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.","Gewinner-Signale schützen; keine radikale URL-, Canonical- oder Inhaltsänderung."
QUERY,Suchanfragen.csv,95,umzugshelfer für senioren bayern,0,25,0,18.64,P3,POSITION_11_TO_20|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,96,firmenumzug regensburg,0,25,0,52.36,P1,MANUAL_REVIEW,regensburg-move,umzug,regensburg,/regensburg/umzug,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,97,umzugsreinigung düsseldorf,0,24,0,1.79,P1,POSITION_1_TO_5_NO_CLICK,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,98,umzugsreinigung,0,24,0,3.29,P3,POSITION_1_TO_5_NO_CLICK|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,99,umzug neustadt an der waldnaab,0,24,0,3.38,P3,POSITION_1_TO_5_NO_CLICK|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,100,zuverlässiges reinigungsunternehmen in düsseldorf und umgebung,0,24,0,7.96,P1,POSITION_6_TO_10_LOW_CTR,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,101,gebäudereinigungen düsseldorf,0,24,0,9.04,P1,POSITION_6_TO_10_LOW_CTR,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,102,umzug erding kosten,0,24,0,18,P2,POSITION_11_TO_20|MANUAL_REVIEW,moving-calculator-intent,moving,,/umzug-kosten-rechner,MANUAL_REVIEW,"Kosten-/Preisabsicht kann Rechner-, Ratgeber- oder Leistungsintention sein und erfordert manuelle Prüfung.",Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,103,umzug im alter nürnberg,0,24,0,25.83,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,104,gebäudereinigung düsseldorf golzheim,0,23,0,10.43,P1,POSITION_11_TO_20,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,105,top-bauendreinigung in düsseldorf und umgebung,0,23,0,10.7,P1,POSITION_11_TO_20,duesseldorf-construction-cleaning,baureinigung,duesseldorf,/duesseldorf/baureinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,106,reinigungsfirma düsseldorf privathaushalt,0,23,0,18.65,P1,POSITION_11_TO_20,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,107,reinigungsfirma düsseldorf location trade,0,23,0,20.22,P1,MANUAL_REVIEW,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,108,reinigung regensburg,0,23,0,51.61,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,109,umzug im alter mittelfranken,0,23,0,60.78,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,110,reinigung wartung rigole düsseldorf,0,23,0,62.74,P1,MANUAL_REVIEW,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,111,international moving services,0,22,0,2.55,P3,POSITION_1_TO_5_NO_CLICK|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,112,reinigungskraft düsseldorf,0,22,0,5.86,P1,POSITION_6_TO_10_LOW_CTR,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,113,grundreinigung in düsseldorf,0,22,0,6,P1,POSITION_6_TO_10_LOW_CTR,duesseldorf-deep-cleaning,grundreinigung,duesseldorf,/duesseldorf/grundreinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,114,reinigungsdienste düsseldorf,0,22,0,14.23,P1,POSITION_11_TO_20,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,115,reinigungsdienste regensburg,0,22,0,44.59,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,116,angebote schreiben reinigungsfirma,0,22,0,51,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,117,wohnungsreinigung münchen,0,22,0,51.5,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,118,bau reinigung düsseldorf,0,21,0,2,P1,POSITION_1_TO_5_NO_CLICK,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,119,düsseldorf putzfirma büro,0,21,0,14.05,P1,POSITION_11_TO_20,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Intent-spezifischen Inhalt und interne Links prüfen; keine Synonymseite erzeugen.
QUERY,Suchanfragen.csv,120,putzfirmen regensburg,0,21,0,38.57,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,121,wie schreibt man ein angebot fur reinigung,0,21,0,39.76,P2,MANUAL_REVIEW,cleaning-offer,reinigungsangebot,,/reinigungsfirma-angebot,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,122,reinigungsfirmen regensburg,0,21,0,42.86,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,123,umzug im alter bamberg,0,20,0,4.25,P3,POSITION_1_TO_5_NO_CLICK|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,124,büroumzug rosenheim,0,20,0,6.7,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,125,reinigung düsseldorf,0,20,0,36.3,P1,MANUAL_REVIEW,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,126,reinigung offerte schreiben,0,20,0,39.9,P3,MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Query manuell prüfen; der getrennte Export beweist keine Zielseite.
QUERY,Suchanfragen.csv,127,fensterreinigung in der nähe,0,19,0,2.32,P3,POSITION_1_TO_5_NO_CLICK|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,Snippet und Suchintention prüfen; vorhandene Zielseite vor einer neuen Seite manuell bestätigen.
QUERY,Suchanfragen.csv,128,putzen düsseldorf,0,19,0,5.95,P3,POSITION_6_TO_10_LOW_CTR|MANUAL_REVIEW,unclassified,,,,MANUAL_REVIEW,Kein belastbarer Zielseitenhinweis im Query-Aggregat; manuelle Prüfung vor Seiten- oder Routingentscheidungen.,CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
QUERY,Suchanfragen.csv,129,gebäudereinigungsfirmen in düsseldorf,0,19,0,7.58,P1,POSITION_6_TO_10_LOW_CTR,duesseldorf-cleaning-hub,reinigung,duesseldorf,/duesseldorf/reinigung,LIKELY,"Semantische Intent-Übereinstimmung; Query- und Seitenexport bleiben getrennt, daher kein Query-zu-URL-Beweis.",CTR-Hypothese mit einer begrenzten Snippet-Änderung testen und 28 Tage messen.
